Time,RequestTokens,ResponseTokens
0,3130,24
3056,11218,453
0,6757,3
0,6662,24
0,2152,604
0,4193,21
0,6172,28
0,9065,30
0,27129,216
0,894,439
0,6180,30
0,6167,3
0,905,396
0,6579,3
3053,7175,41
0,6326,3
0,943,536
0,2983,436
0,7436,3
0,7828,374
0,6594,37
0,21275,111
0,7027,3
0,3116,17
0,3117,15
0,912,387
0,49942,173
0,7030,3
0,3131,19
0,3012,111
0,15394,534
0,6756,38
3053,5920,15
0,6177,31
0,5651,442
0,3916,20
0,8099,3
0,3145,21
0,1078,75
0,6810,3
0,24546,362
0,41004,575
0,13230,434
0,3962,18
0,6171,3
0,1081,481
0,896,906
3053,6613,3
0,974,237
0,6180,3
0,3125,17
0,6167,3
0,6863,45
0,3252,22
0,9345,339
0,18692,109
0,10698,346
0,2175,186
0,6165,3
0,6641,28
0,3299,19
0,3162,19
0,5097,413
0,6172,3
0,3159,16
3053,1379,722
0,1899,720
0,6621,3
0,6454,3
0,5676,35
0,7883,3
0,6547,254
0,6411,27
0,6193,3
0,2012,302
0,3149,19
3056,6991,3
0,6165,23
0,7164,3
0,2707,359
0,11375,337
0,6889,28
0,891,449
0,7718,191
0,6956,3
0,3183,24
0,7077,35
3053,6787,28
0,7081,48
0,21612,467
0,3135,18
0,893,133
0,19771,161
0,18295,575
3053,7133,3
0,6794,3
0,3063,16
0,15215,300
0,75499,531
0,14310,364
0,1071,481
0,6486,33
0,102860,401
0,977,427
0,11954,463
0,7011,53
0,10930,247
0,7339,3
0,1527,513
0,6454,3
0,7443,319
3052,71917,433
0,1338,128
0,2100,508
0,16528,725
0,3223,20
0,6895,3
0,3339,22
0,9263,306
0,3144,16
0,6312,3
0,4882,353
0,9916,356
0,6942,31
0,7746,3
0,892,334
0,4573,225
0,7083,25
0,3150,21
0,10109,509
0,1173,120
3053,16877,431
0,6508,565
0,9547,713
0,1573,579
0,19949,448
0,4071,24
0,6586,3
0,1531,356
0,4073,21
0,3129,17
0,8423,19
0,3216,16
0,1623,578
0,17024,904
0,3150,18
3053,6532,442
0,7306,25
0,13984,315
0,964,637
0,920,452
0,6521,26
0,8629,835
0,14331,501
0,17577,464
0,17793,576
0,6990,461
0,37873,532
0,896,286
0,7168,36
0,6295,413
0,13532,480
0,8760,121
0,38147,316
0,5077,476
0,3211,26
3056,7087,3
0,6169,3
0,6214,3
0,6593,57
0,6164,3
0,6449,3
0,5383,545
0,7116,51
0,6487,3
0,6686,25
0,4208,20
0,6221,25
0,3128,19
0,6522,26
0,3132,21
0,16964,526
0,6178,3
0,3159,21
0,51114,620
0,45064,109
3053,6178,3
0,6453,3
0,3706,300
0,6187,3
0,6679,33
0,6167,26
0,23987,645
0,4531,521
0,25075,284
0,7214,3
0,6169,3
0,904,28
0,7256,3
0,13104,172
0,6735,3
0,22072,367
0,6175,3
0,1638,567
0,1359,480
0,4299,22
0,4380,22
0,3245,20
0,3213,20
0,4047,547
3053,10086,421
0,7353,44
0,7056,3
0,75081,456
0,6251,3
0,6166,3
0,18054,428
0,20481,362
0,7168,26
0,6805,196
0,6177,44
0,6296,165
0,89831,556
0,7904,510
0,1368,427
3053,2512,549
0,16704,445
0,1756,431
0,2958,16
0,1884,312
0,903,28
0,17871,881
0,1306,111
0,6167,3
0,19661,445
0,7757,328
0,7217,25
0,11399,445
0,6857,3
0,14782,409
0,6311,27
0,891,78
0,3155,20
0,7010,27
0,6689,3
0,1032,183
3053,7364,3
0,39379,243
0,6172,3
0,6167,3
0,6272,3
0,54999,644
0,7023,3
0,3130,15
0,5234,534
0,6587,3
0,7192,3
0,7005,3
0,9404,555
0,27288,268
0,6624,27
0,3135,21
0,1900,654
0,3951,297
0,12432,1644
3052,36032,632
0,9173,531
0,2779,415
0,6785,28
0,6201,30
0,901,171
0,6845,33
3053,895,94
0,3129,398
0,7613,435
0,4021,19
0,6167,26
0,24114,2000
0,2966,22
0,6873,3
0,6619,3
0,6565,25
0,6168,26
0,2996,17
0,6169,28
0,7726,347
0,8759,449
0,13881,775
0,13741,304
3057,17176,595
0,14414,385
0,913,275
0,6176,33
0,3098,21
0,3023,673
0,50458,621
0,6554,20
0,6179,36
0,6654,3
0,898,418
0,19060,247
0,6174,32
0,7294,3
0,6624,3
0,3353,20
0,4689,446
0,7124,3
3052,977,140
0,6439,3
0,6673,3
0,7714,3
0,4989,20
0,6710,3
0,3143,18
0,3374,617
0,6338,3
0,69267,430
0,4741,541
0,24479,306
0,67085,358
0,4332,29
0,6533,3
0,10267,269
0,6651,38
0,7277,3
0,6179,3
0,3170,22
0,8651,831
0,13619,510
3053,3939,515
0,6704,3
0,6714,3
0,6171,33
0,6677,26
0,3168,20
0,3145,20
0,11834,382
0,6417,27
0,21393,384
0,7559,3
0,3016,18
0,3171,18
0,6700,24
0,6180,3
0,3289,23
0,6568,3
0,28828,634
0,7566,3
3053,8036,457
0,13689,527
0,6172,29
0,14979,32
0,20181,124
0,3507,760
0,7059,3
0,12583,387
0,26711,370
0,6173,32
0,3152,24
0,6193,3
0,6166,31
0,8503,38
0,1658,93
3056,6951,3
0,6883,366
0,6706,36
0,23969,553
0,6932,51
0,5234,111
0,33985,521
0,1057,60
0,9530,529
0,3178,19
0,9312,644
0,7224,3
0,7002,34
0,14306,57
0,7083,3
3050,6056,128
0,7294,3
0,4239,21
0,6300,104
0,20145,662
0,7040,3
0,7490,3
0,6172,28
0,7173,3
0,40531,356
0,24806,614
0,115593,271
0,6172,29
0,10597,123
0,13705,394
3056,7491,3
0,3025,19
0,6277,3
0,6176,3
0,3137,23
0,1430,90
0,6165,23
0,1884,407
0,7334,3
0,28618,372
0,898,200
0,7109,3
0,1214,384
3053,6925,303
0,6171,27
0,893,301
0,6674,24
0,8395,3
0,894,354
0,7984,3
0,18878,327
0,892,349
0,3381,21
0,6527,3
0,3106,15
0,6175,28
0,35084,618
3053,3119,21
0,19451,510
0,1409,369
0,7000,29
0,1173,401
0,3178,15
0,10240,504
0,6175,28
0,7180,41
3052,7074,3
0,3228,22
0,23836,383
0,6529,27
0,1007,39
0,3153,21
0,6511,3
0,14100,267
0,66965,360
0,12740,347
0,6622,465
0,24630,110
0,8839,225
0,10045,172
0,3116,19
0,4314,221
3057,7396,3
0,4172,24
0,3105,24
0,3128,20
0,2969,14
0,4994,230
0,16575,2000
0,6166,25
0,14374,241
0,9579,300
0,6759,3
0,3930,22
3049,6169,3
0,7077,3
0,997,125
0,5777,405
0,9023,3
0,913,506
0,7086,33
0,20391,459
0,3208,23
0,2532,241
0,3145,21
0,6557,3
0,6169,25
0,6800,26
0,1316,314
0,3122,17
0,7268,3
0,11645,324
0,6668,3
0,9576,270
0,8339,455
0,11111,467
3056,6324,3
0,4958,294
0,3101,20
0,3208,18
0,7078,3
0,7011,3
0,24066,422
0,3124,23
0,2988,296
0,3151,20
0,81406,365
0,26568,655
0,7250,3
0,10294,395
0,7941,3
0,9543,61
0,3374,17
0,11936,413
0,5466,472
3053,11970,450
0,7122,126
0,6706,3
0,6091,364
0,121290,614
0,3157,22
0,11283,48
0,906,341
0,7044,3
0,7505,34
0,7553,3
0,6357,3
0,9862,321
0,3845,21
0,3193,19
0,8902,499
0,6855,3
0,3279,52
0,7001,31
3053,10457,62
0,15959,210
0,3118,21
0,6459,3
0,25257,2000
0,5014,145
0,3157,33
0,912,394
0,6444,3
0,4107,22
0,6637,3
0,9865,464
0,6270,3
0,6167,3
0,4013,18
0,24980,480
0,7074,3
0,6994,3
0,3208,23
0,7473,3
0,1807,634
0,6661,3
0,6304,36
0,22450,504
0,3157,18
0,18196,359
3053,19392,310
0,68965,505
0,7420,3
0,1179,27
0,6664,23
0,21786,216
0,10043,372
0,7188,3
0,40138,222
0,3130,19
0,6203,35
0,51754,381
0,6166,3
0,6168,24
0,85360,435
0,7366,3
0,7438,35
0,6168,27
0,7076,3
0,9458,3
0,16086,676
0,18376,533
0,15949,336
0,4814,361
0,6599,22
0,6975,3
3056,28589,542
0,15511,464
0,1541,87
0,930,40
0,6179,33
0,24589,540
0,3902,341
0,6165,3
0,3179,21
0,3127,20
0,27829,300
0,9543,71
0,32091,537
0,10149,571
0,6924,31
0,6173,3
0,892,459
0,7002,36
0,8439,5
0,5280,222
0,3073,18
0,6308,3
3053,6714,41
0,3124,18
0,3142,20
0,6216,193
0,897,276
0,6168,3
0,19019,430
0,2060,479
0,6180,3
0,6880,3
0,1051,185
0,8506,583
0,6994,3
0,15176,585
0,6168,27
0,7058,3
0,9679,3
0,8370,459
0,6861,3
0,6452,3
0,8456,421
0,31578,582
0,4030,22
0,5747,317
0,1839,590
3053,22671,532
0,3092,20
0,6170,3
0,2996,21
0,6961,3
0,3165,21
0,5756,389
0,6170,27
0,6178,31
0,6752,3
0,2531,386
0,6192,18
0,6171,3
0,9171,454
0,21658,689
0,6170,28
0,3159,23
0,3070,666
3053,8341,297
0,6493,3
0,6168,25
0,6647,28
0,3887,15
0,14095,381
0,2211,520
0,6542,31
0,6908,3
0,5283,452
0,6168,26
0,1231,381
0,21188,367
0,3133,19
0,3134,17
0,3122,21
0,6520,3
0,8347,3
0,6984,495
0,7227,3
0,6357,3
0,6231,39
0,8824,411
0,3203,19
0,3262,19
3052,1760,509
0,3439,421
0,6211,3
0,1796,323
0,20555,12
0,9504,476
0,24584,436
0,3704,589
0,77792,466
0,7092,3
0,24024,810
0,112880,199
0,4335,582
0,11143,349
0,7801,600
0,7491,3
0,6166,23
0,6423,269
0,26689,36
3053,1213,60
0,11242,703
0,6559,28
0,3123,19
0,3195,21
0,7081,33
0,20857,319
0,1083,342
0,7391,3
0,6167,3
0,1578,125
0,3874,468
0,17581,9
0,7045,3
0,3387,369
3057,15591,138
0,6168,25
0,6891,3
0,8804,423
0,7172,27
0,6926,26
0,6168,26
0,3184,18
0,6271,3
0,4210,606
0,5234,535
0,2207,32
0,9190,46
0,9965,279
0,21308,347
0,4094,1
3052,3135,18
0,6388,3
0,7067,33
0,6186,3
0,5712,515
0,3328,15
0,6938,3
0,16701,484
0,20755,502
0,8342,331
0,3114,21
0,5145,510
0,1900,661
0,12375,415
0,899,240
0,4681,21
0,2111,508
0,6170,28
0,2659,394
3053,7188,3
0,16430,219
0,7232,368
0,7960,3
0,4210,353
0,893,357
0,2584,562
0,9576,242
0,6632,23
0,6590,28
0,11703,53
0,8849,346
0,6175,32
0,6637,15
0,1425,362
0,7184,3
0,15941,340
0,3148,20
3053,7020,3
0,6424,3
0,4364,17
0,20573,14
0,8777,389
0,2967,19
0,13336,358
0,6166,25
0,6883,3
0,6174,28
0,7040,48
0,6697,3
0,6165,3
0,6799,3
0,8167,3
0,6689,3
0,6455,25
0,39243,277
0,3132,19
0,7393,389
0,6170,3
0,7518,27
0,6350,3
0,4262,19
0,6712,25
0,6241,3
0,14136,424
0,16531,375
0,4121,158
0,1381,426
0,18556,648
0,6826,47
0,7420,173
3053,6182,3
0,891,21
0,3974,413
0,6169,25
0,5991,615
0,891,331
0,6170,27
0,6168,3
0,5094,25
0,6717,33
0,9822,3
0,3115,18
0,3253,318
0,890,107
0,7585,51
0,6173,3
0,7060,3
0,6173,32
0,6669,3
0,6172,3
0,896,286
0,6540,3
0,3339,20
0,19555,7
0,7085,3
0,6533,3
0,3082,18
0,3087,16
0,24980,440
0,3114,15
3053,6891,3
0,6689,3
0,6271,3
0,2938,13
0,6951,31
0,7018,3
0,6174,32
0,3031,18
0,6167,24
0,7173,3
0,6771,3
0,6682,3
0,6851,3
0,27257,111
0,1448,9
0,14209,548
0,9730,241
0,6978,26
0,19367,569
0,8235,31
0,6169,3
0,6168,3
0,6435,26
0,6169,27
0,6171,27
0,6607,36
0,5674,291
0,6175,35
0,6815,3
0,9653,114
0,6394,3
0,6194,44
0,3187,17
0,1636,93
0,6181,44
0,6778,27
0,6636,3
3056,997,31
0,6174,3
0,8910,3
0,6167,31
0,9631,107
0,6166,23
0,896,625
0,18703,1019
0,3109,15
0,49651,947
0,3691,14
0,6164,3
0,23731,381
0,6491,3
0,6735,3
0,3116,20
3053,3169,24
0,10880,856
0,6509,3
0,3924,21
0,6764,3
0,8856,3
0,6178,32
0,3192,13
0,6805,550
0,6176,3
0,1468,336
0,11453,93
0,7137,537
0,6172,32
3053,2883,74
0,10789,211
0,6175,26
0,42523,300
0,3057,22
0,6169,25
0,6088,164
0,6945,221
0,3171,18
0,6207,3
0,7668,3
0,41816,457
0,10418,423
3052,11767,242
0,2994,20
0,4424,98
0,937,327
0,71909,452
0,36009,557
0,8169,3
0,6266,492
0,6168,3
0,7081,1281
0,15886,541
0,6169,24
0,6170,3
0,6177,25
3053,6557,29
0,4352,381
0,1181,1043
0,6528,363
0,2495,275
0,894,216
0,4203,317
0,898,467
0,906,497
0,5504,525
0,7296,3
0,29740,480
0,6168,3
0,9172,3
3057,17618,239
0,34362,319
0,1604,558
0,10453,270
0,6612,28
3052,7500,3
0,3213,17
0,3176,19
0,6526,3
0,3154,19
0,7728,393
0,3134,18
0,3156,19
0,913,356
0,3109,20
0,894,256
0,17581,9
0,3025,20
0,6550,3
0,17375,167
0,7289,3
0,969,351
0,1814,271
0,6171,3
0,7628,118
3053,6859,266
0,6194,3
0,6186,3
0,6270,3
0,891,317
0,3201,20
0,7143,3
0,3110,21
0,3177,23
0,3161,21
0,6806,3
0,7033,3
0,16251,417
0,6166,24
0,6471,3
0,121915,454
0,3143,23
0,6868,3
0,6979,3
0,894,39
0,7324,3
3053,6988,28
0,6676,26
0,4330,92
0,45713,108
0,7021,3
0,3856,183
0,7270,3
0,4558,317
0,5783,625
0,6443,3
0,2959,14
0,913,6
0,50787,442
0,900,233
3053,7730,3
0,7310,3
0,6365,3
0,6865,27
0,6173,3
0,4765,328
0,2196,432
0,7139,3
0,3088,26
0,11124,113
0,8363,3
0,7645,292
0,15259,379
0,3124,17
0,6689,31
0,1612,491
0,12606,564
0,6666,3
0,6180,37
0,3089,19
0,22289,635
0,6288,80
0,3138,16
0,4531,370
0,15791,394
0,7367,35
0,2946,14
3056,3154,22
0,6464,3
0,7394,3
0,6167,3
0,6164,3
0,6175,31
0,6175,3
0,32190,387
0,6165,22
0,1152,441
0,6702,416
0,6209,3
0,1259,394
0,6165,22
0,38930,144
0,3128,17
0,3010,16
0,6540,26
3053,3170,22
0,6577,3
0,929,20
0,6275,507
0,6886,3
0,6169,3
0,3133,21
0,19029,271
0,6827,3
0,9193,385
0,15552,249
0,6510,396
0,4043,19
0,27493,322
0,6551,3
3053,3615,18
0,17530,472
0,3158,21
0,7156,3
0,4288,209
0,895,529
0,1229,369
0,12896,369
0,9415,551
0,6202,3
0,6281,3
0,1799,420
0,8626,186
0,8814,3
0,5986,444
0,7482,3
0,3371,421
0,28371,234
3053,18203,314
0,899,556
0,920,189
0,896,508
0,1418,461
0,933,364
0,6930,38
0,17812,426
0,6170,25
3052,7257,310
0,6426,3
0,10354,3
0,3111,17
0,9455,520
0,7611,26
0,3201,20
0,2246,36
0,4912,406
0,922,6
0,5335,444
0,6580,3
0,10257,232
0,4324,23
0,47716,666
0,7517,3
3053,5370,488
0,1071,671
0,19301,280
0,3154,21
0,3213,22
0,3172,18
0,3149,15
0,3155,18
0,902,445
0,6433,520
0,11594,544
0,6344,31
0,6249,3
0,5508,430
0,6602,43
0,4101,15
0,14054,461
0,3232,15
0,6174,3
3053,7474,3
0,6168,3
0,6322,31
0,11863,625
0,38119,478
0,1217,509
0,43036,366
0,38435,566
0,3147,21
0,67794,70
0,1714,311
0,6551,3
0,88218,242
0,7167,45
0,9063,420
0,8606,33
0,7055,23
0,6737,3
0,3139,17
0,7111,3
0,7106,3
0,6319,517
0,6398,29
0,15688,377
3056,3370,21
0,6168,26
0,3112,18
0,6602,454
0,7110,35
0,14784,327
0,896,605
0,6177,28
0,6185,43
0,2091,312
0,3332,17
0,7190,3
0,40987,353
0,6207,28
0,6493,24
0,7151,3
0,1083,257
0,8226,472
0,4439,20
0,7887,142
0,6908,3
0,6182,3
0,6435,3
0,1147,26
0,3125,20
0,6606,3
0,6294,30
0,7149,3
0,7187,3
0,72197,781
0,3196,21
0,6168,25
0,3135,16
0,1900,609
0,7029,3
3053,1192,411
0,3061,22
0,15315,340
0,7083,3
0,921,79
0,6688,556
0,3776,422
0,16180,281
0,19838,417
0,6167,25
0,6802,18
0,4123,19
0,7056,3
0,1411,679
0,3127,19
0,6166,23
0,7227,43
0,6810,43
0,6367,3
0,8426,3
0,7002,3
3053,20598,358
0,6539,3
0,7108,35
0,24686,641
0,3218,20
0,4126,137
0,6903,3
0,3343,22
0,4781,118
0,7209,3
0,7646,37
0,36616,116
0,3118,20
0,13780,560
0,2929,414
0,3889,414
0,38482,454
3053,6182,3
0,5065,21
0,3133,16
0,6702,3
0,6254,24
0,26099,524
0,10172,248
0,7391,3
0,7302,3
0,6894,3
0,6166,3
0,6558,3
0,6551,3
0,7114,36
0,7852,398
0,7275,3
3053,6071,531
0,6174,35
0,6657,26
0,6437,33
0,6176,26
0,6534,3
0,98509,821
0,976,190
0,7308,3
0,6352,3
0,6172,29
0,7240,3
0,6165,23
0,3041,18
0,5984,496
0,5127,402
0,3747,551
0,6170,24
0,3026,23
0,3918,20
0,6764,31
0,3139,23
0,7072,3
0,6853,3
3056,6170,28
0,3153,20
0,10954,630
0,3212,21
0,11107,252
0,7654,3
0,908,47
0,3149,17
0,6181,31
0,3246,21
0,6681,3
0,66433,285
0,4304,597
0,6186,3
0,3220,18
0,6255,3
3053,7096,465
0,7621,3
0,3096,742
0,7069,3
0,6583,3
0,5454,559
0,6611,28
0,6729,3
3053,6175,30
0,1455,30
0,26844,109
0,7061,122
0,6589,3
0,2970,24
0,6807,37
0,16095,492
0,3212,22
0,4760,106
0,3746,624
0,1877,172
0,6182,3
0,23090,119
0,6465,3
0,6819,124
0,9709,483
0,7439,3
0,4399,294
3052,901,459
0,894,708
0,10209,485
0,3029,18
0,6254,26
0,6757,3
0,6169,27
0,3266,18
0,6479,3
0,51961,643
0,898,292
0,4136,24
0,894,44
0,6223,3
0,17027,380
0,6217,36
0,6454,3
0,20592,12
0,4213,463
0,3108,15
0,10713,138
0,1182,26
0,6724,35
0,6167,24
0,24570,356
3053,7061,28
0,50616,371
0,3133,20
0,3227,18
0,6944,35
0,16305,359
0,6468,28
0,6176,27
0,67156,390
0,2964,17
0,7195,3
0,32236,443
0,10733,333
0,7123,30
0,942,18
0,6264,24
0,1155,251
0,895,345
0,2837,245
3057,5684,414
0,7936,3
0,1002,435
0,3162,20
0,6725,3
0,94361,1
0,14834,669
0,2110,509
0,7356,34
0,18968,279
0,11703,263
0,2647,112
0,6169,27
0,1299,377
0,3145,17
0,6647,349
0,6664,3
0,3139,18
0,47795,88
3052,4920,14
0,24857,359
0,45808,263
0,21903,472
0,7113,35
0,5341,211
0,22993,438
0,2267,387
0,4589,257
0,18566,71
0,6583,3
0,14705,322
0,3577,222
0,4287,140
0,3030,15
0,5463,514
0,10112,403
0,36684,602
0,11189,107
3053,6943,40
0,7075,39
0,13688,561
0,4697,161
0,35337,306
0,26127,1960
0,3154,19
0,28630,1
0,6168,25
0,4441,165
0,1454,69
0,8206,391
0,2556,366
0,17339,285
0,5492,228
0,3732,403
0,982,215
0,5416,18
0,6291,3
0,40898,283
0,6631,1
0,5869,194
3053,1899,357
0,9472,338
0,1169,756
0,7075,3
0,3986,19
0,908,485
0,3398,22
0,6172,30
0,9234,537
0,6611,1
3053,6748,3
0,69486,419
0,7039,25
0,10770,1033
0,43370,475
0,6992,39
0,4861,18
0,3140,20
0,7171,3
0,18332,257
0,1617,302
0,3225,24
0,9106,456
0,5838,541
0,4165,18
0,6165,22
0,6980,3
0,3005,484
0,6271,26
0,6736,3
3053,10476,906
0,20263,564
0,41535,1005
0,3157,21
0,6932,3
0,6164,3
0,8357,3
0,27070,113
0,4094,18
0,7194,3
0,1381,210
0,6932,452
0,6607,31
0,7841,3
0,897,558
0,4384,32
0,1929,409
0,7271,289
3056,2362,385
0,4336,540
0,6266,25
0,9608,441
0,6166,23
0,20920,551
0,6211,3
0,4945,456
0,7117,419
0,3951,16
0,7905,396
0,1908,565
0,3966,437
0,2633,1
0,2581,395
0,3324,23
0,6166,24
0,9822,3
3053,27052,569
0,6901,3
0,2446,864
0,5096,397
0,13258,463
0,2109,456
0,6196,26
0,4174,461
0,7351,3
0,7444,3
0,6736,27
0,9150,501
0,4228,23
0,4998,594
0,17277,355
0,1746,591
0,7139,3
0,1018,168
0,6168,26
3053,19263,802
0,6599,3
0,9847,454
0,10723,256
0,3218,16
0,1737,965
0,7106,3
0,1309,451
0,901,488
0,1832,620
0,3106,18
0,11321,403
0,934,530
0,3112,17
0,11618,418
0,7287,18
0,7283,3
0,25357,398
0,6941,532
0,937,26
0,6983,23
3052,3210,17
0,7054,37
0,6997,40
0,6410,410
0,8590,3
0,6167,25
0,4275,138
0,2641,494
0,3146,20
0,18729,406
0,3212,23
0,4055,23
0,4350,19
0,1476,405
0,6653,431
0,7178,3
0,12147,429
0,1807,561
0,6954,3
3053,6390,3
0,6169,25
0,15368,493
0,2990,20
0,3172,20
0,11221,476
0,6173,28
0,4281,17
0,7180,3
0,6879,3
0,6691,3
0,5114,455
0,5397,398
0,13936,407
0,18977,414
0,29475,652
0,18986,149
0,6801,3
0,3180,19
0,25434,772
3053,6591,3
0,6635,29
0,6211,3
0,11778,40
0,3132,24
0,6167,26
0,1041,508
0,3128,20
0,8247,39
0,3993,20
0,3112,16
0,6875,43
0,20092,362
0,3132,21
0,3187,17
0,12289,3
0,6167,24
0,3145,16
0,6273,14
0,12076,226
0,7520,3
0,5745,18
0,6259,3
3056,950,54
0,5056,249
0,18931,621
0,3143,15
0,20892,365
0,1200,503
0,22718,331
0,961,69
0,6569,40
0,13347,44
0,6169,24
0,6565,3
0,6789,26
0,7602,34
0,8506,846
0,7003,3
0,3174,19
3053,1164,68
0,6176,30
0,17873,293
0,6803,3
0,6173,564
0,15175,375
0,6197,3
0,40620,410
0,6686,3
0,6171,30
0,8072,605
3053,2174,107
0,6623,511
0,3294,15
0,6204,3
0,7010,3
0,6794,3
0,6173,37
0,6166,24
0,6509,30
0,18060,433
0,3128,21
0,6388,3
0,6166,3
0,13132,40
0,6909,3
0,6632,3
0,3137,19
0,6176,3
0,6164,3
0,6962,3
0,8586,466
3053,924,44
0,21155,555
0,28831,333
0,16608,945
0,12070,394
0,937,73
0,3621,607
0,6171,27
0,6366,3
0,7535,3
0,6901,3
3053,6680,3
0,4042,527
0,6811,3
0,7033,3
0,6928,3
0,6788,3
0,3000,19
0,10751,480
0,15389,381
0,891,8
0,6168,3
0,15291,733
0,6167,3
0,7513,3
0,6176,32
0,7152,3
3056,3138,24
0,6167,25
0,16787,7
0,7321,3
0,6617,27
0,7117,30
0,3787,338
0,6169,26
0,18895,527
0,3037,25
0,7034,3
0,34383,599
0,34091,440
0,31626,119
0,1248,23
0,19612,245
0,6182,27
0,3266,17
0,6169,26
0,18575,330
0,4498,611
0,3178,23
0,6170,3
0,7120,3
3053,3793,279
0,9663,324
0,14516,407
0,33389,329
0,7498,176
0,2282,331
0,2994,19
0,1629,29
0,27246,3
0,2925,13
0,7244,3
0,4243,22
3053,1467,538
0,1880,78
0,2984,20
0,3212,16
0,3157,17
0,6715,27
0,6167,3
0,10965,504
0,2774,407
0,23415,518
0,6813,3
0,6578,3
0,3177,20
0,1813,457
0,3107,90
0,1838,190
0,72696,1294
3052,6841,3
0,6177,3
0,82882,35
0,5183,138
0,25823,308
0,4079,19
0,35111,419
0,3115,18
0,6208,3
0,7351,3
0,3173,18
0,6998,3
0,6350,3
0,6200,3
0,7258,3
0,6168,33
0,6186,3
0,6149,425
3053,3352,29
0,6176,31
0,6708,28
0,3015,17
0,3182,23
0,8528,505
0,3876,18
0,6863,27
0,6211,3
0,7226,3
3053,3166,18
0,74766,681
0,19397,285
0,1300,83
0,4228,253
0,6609,32
0,6897,61
0,6172,29
0,6478,3
0,6957,57
0,6170,27
0,6252,3
0,7112,3
0,8814,614
0,5199,187
0,6710,3
0,7220,3
0,6539,36
0,7405,43
0,3174,547
0,6839,234
0,6169,3
3056,937,27
0,6727,42
0,7281,35
0,5504,445
0,1999,529
0,6826,3
0,973,23
0,901,368
0,15520,536
0,16657,304
0,11353,466
0,34196,404
0,7254,557
0,3066,20
0,19279,578
0,6167,3
0,14261,511
3053,2986,21
0,6792,28
0,6429,3
0,51609,13
0,7318,3
0,892,315
