Time,RequestTokens,ResponseTokens
0.00515,2653,7
0.099507,430,28
0.099019,2653,8
0.096699,497,16
0.004057,7434,12
0.005183,1421,25
0.075059,1264,9
0.015117,2654,7
0.00515,17,206
0.094083,15,248
0.005685,408,7
0.105056,17,43
0.170075,5806,43
0.001011,4685,6
0.004329,3315,28
7.3e-05,5803,87
0.022985,409,56
0.00021,143,9
0.00232,2284,11
0.071098,1469,10
0.100781,1059,10
0.004043,406,14
0.002321,75,19
0.01933,2963,79
0.077987,7433,12
4.1e-05,1496,23
0.001786,3320,27
0.001367,1471,8
0.009187,145,12
0.200122,18,55
0.002618,3268,14
0.079031,7436,14
0.001217,200,12
0.004196,1495,6
0.001851,1473,14
0.001015,196,6
0.012115,5538,13
0.079173,1880,13
0.101201,76,17
0.001062,4688,52
0.006525,1037,9
0.000786,1498,8
0.01051,997,638
0.09963,146,8
0.08329,6,12
0.00107,5806,51
0.000152,198,11
0.097792,3616,18
0.003184,1472,9
0.00012,1498,9
0.001047,80,9
0.096335,1053,9
0.005195,881,10
1.2e-05,1042,10
0.092913,4695,48
0.018172,52,17
0.084411,1497,9
0.002256,79,9
0.013244,504,10
0.00112,896,14
0.085455,202,6
0.013999,100,18
0.00177,145,12
25.14769,1164,18
0.115682,2546,11
0.104728,2132,71
0.000859,1205,12
0.001261,3738,10
0.26572,3634,7
0.098958,1542,8
8.5e-05,3296,24
0.002397,2616,18
0.097376,4662,10
7.8e-05,675,7
4.9e-05,101,12
0.003745,1456,13
0.364132,1875,7
7.4e-05,2615,22
0.054155,3634,6
0.077568,2547,6
0.192428,1087,11
0.108183,6055,10
0.00024,248,9
0.019388,1165,42
0.102398,2822,56
0.277787,678,16
0.100108,2615,24
0.000178,120,17
0.100281,100,13
0.201313,7436,12
0.342026,965,9
0.056978,2547,11
0.01594,2616,19
0.041212,1549,67
0.242388,6056,8
0.099467,1201,6
0.021637,924,13
0.000581,251,49
0.077826,3297,12
0.101425,2132,43
0.160035,2096,7
0.096704,264,8
0.274615,2133,33
0.130191,1872,19
0.191298,7436,13
0.14864,1163,16
0.101907,56,18
0.234595,599,6
0.083896,264,14
0.014003,908,23
0.0719,1163,10
3.217192,2755,9
0.09275,3014,6
0.000929,337,66
0.203142,2545,7
0.000197,143,6
0.095896,349,13
0.001421,5901,7
0.322616,174,10
0.075915,4078,12
0.001501,7435,10
0.029992,229,15
0.073077,173,11
0.196069,1432,25
0.273039,2386,148
0.727173,840,10
0.099746,5957,13
0.09943,3511,45
0.001087,3014,13
0.399015,172,14
0.121001,4078,13
0.133968,5902,21
0.044817,2605,792
0.000858,7435,9
0.023873,3513,14
0.552654,172,21
0.014228,2504,16
0.409779,1433,14
0.101625,338,7
0.200135,2504,17
0.260785,1094,10
0.202293,3768,41
0.033813,1433,16
0.105392,2867,6
0.004662,5804,61
0.093526,173,16
0.096351,4075,10
0.001159,2867,7
0.018846,5961,11
0.082438,7412,14
0.004615,2506,10
0.093197,144,6
0.109663,2559,53
0.190384,3514,87
0.001745,41,8
0.100923,1263,30
0.001727,2507,6
0.097152,2390,6
0.000258,2093,9
0.098248,2868,14
0.005463,174,9
0.397359,200,10
0.098832,718,6
0.115755,3514,49
0.013261,3777,15
0.06916,2868,17
0.299975,201,8
0.004755,5963,7
0.373831,1951,48
0.256103,178,8
0.073666,1698,6
0.091558,173,15
0.00018,7435,139
0.100035,363,8
0.50001,1953,15
0.103311,292,15
0.238334,3385,22
0.258304,3515,54
0.100182,41,36
0.108597,204,63
0.131701,336,9
0.209979,4075,24
0.05144,179,11
0.098666,1434,18
0.254888,224,12
0.063784,2403,37
2.83133,127,71
0.220949,3265,7
0.024118,55,777
0.049099,146,35
0.032207,3480,13
0.08788,2003,46
0.178897,148,10
0.469604,3480,12
0.060517,4750,19
0.536894,3480,10
0.033091,148,32
0.521181,3482,10
0.001358,7436,14
0.003822,247,13
0.075866,741,18
0.299652,7435,10
0.10478,243,9
0.092891,4749,39
0.179053,3630,9
0.119014,3281,6
0.083355,6499,19
8.099411,198,70
0.201168,2689,22
0.002257,747,8
0.031278,1165,15
0.096287,40,55
0.003515,2330,8
0.169738,356,8
0.330455,298,60
0.097383,767,35
0.001298,767,11
0.167847,747,9
0.301706,356,7
0.09893,7435,8
0.100585,4675,14
0.119034,2821,12
6.7e-05,770,14
0.184025,298,100
0.118288,2331,6
0.377994,1085,9
5.9e-05,358,17
0.1995,4656,9
0.203051,2692,7
0.19673,299,46
0.022458,2462,11
0.177566,900,841
0.000332,36,49
0.137694,19,10
0.164246,853,7
0.10205,2825,7
6e-06,348,16
0.594904,774,16
0.062061,854,8
0.539329,2825,295
0.000109,349,34
0.204055,298,115
0.096101,261,6
0.101059,37,34
0.203344,854,16
0.000156,261,6
0.991298,6735,34
0.113979,3026,17
0.055072,3165,26
0.211795,1985,19
0.054099,1708,42
0.038336,2171,19
0.202102,2135,9
0.013284,4423,13
0.080496,2389,19
0.101291,7436,7
0.101045,1297,16
0.097623,462,9
7.4e-05,3026,11
0.122119,390,16
0.179089,2173,27
0.121524,1042,20
0.077266,821,34
0.028482,2136,52
0.241947,341,16
0.332899,4425,94
0.191418,3364,6
0.209932,2137,54
0.297275,2644,18
0.101042,1695,48
0.160092,211,6
0.171724,1500,60
0.097341,1779,16
0.408869,396,18
0.260769,888,9
0.098022,2103,7
0.001408,7436,17
0.000113,220,14
0.170651,3028,17
0.108145,2103,7
0.246771,3967,10
0.079122,4642,10
0.091182,399,7
0.241126,1164,97
0.033804,1984,253
0.029806,3601,9
0.30284,1948,22
0.356922,1463,51
0.438231,1195,54
0.233503,5538,21
0.267177,3601,9
0.103236,4634,10
0.196151,2108,7
0.001444,2149,46
0.018744,1154,67
0.187645,7436,8
0.013103,2157,6
0.28251,401,12
0.09638,3372,12
0.104779,471,17
0.203754,942,69
0.000272,253,16
0.194495,2393,28
0.007405,1198,7
0.08946,253,6
0.355562,5469,21
0.192158,401,13
0.158796,1200,6
0.000107,392,6
0.399847,1295,17
0.012279,2169,11
0.082433,2823,15
0.600007,820,16
0.102674,2169,21
0.000988,1698,46
7e-06,868,7
0.09659,4451,97
0.30202,2941,6
0.129251,477,12
0.002478,2075,10
0.366438,2171,26
0.021203,4454,6
0.11675,1957,10
0.459433,4454,13
0.087698,4360,11
0.17223,1586,15
0.500399,3383,79
0.011184,825,12
0.130382,2174,28
0.430103,3616,42
0.082273,825,19
23.566309,10,10
0.372795,2297,31
0.256563,405,7
0.091561,4631,433
0.043365,7436,56
0.059173,6965,7
0.098407,4610,6
0.269371,706,10
0.023495,406,7
0.105517,2158,26
0.101161,1002,26
0.167706,196,14
0.493738,11,19
0.138149,2248,23
0.327438,3230,23
0.032093,4063,8
0.439659,1738,10
0.371821,7435,34
0.140698,2144,22
0.389092,2253,18
0.201839,16,7
0.031484,7435,6
0.069036,5479,12
0.196168,6965,12
0.001031,2145,14
0.000157,1131,9
0.608957,1131,7
0.118121,3231,26
0.18271,12,17
0.089726,2076,58
0.019873,7435,15
0.001861,1130,20
0.445067,775,8
0.433717,775,8
0.298588,15,9
0.029326,3247,25
0.460177,2117,8
0.216651,7435,7
0.00218,1131,9
0.591864,30,20
0.017974,253,30
0.162842,3262,19
0.141294,1976,69
0.219998,209,9
0.632946,890,13
0.113256,364,31
0.032736,2750,6
0.110097,4947,14
0.068767,5480,19
38.513625,255,46
2.5e-05,1428,13
0.195696,1616,11
0.019896,235,12
0.187551,992,9
0.334512,2043,9
0.31264,73,31
0.145463,548,11
0.200607,257,13
0.002814,4630,19
0.103176,1428,10
0.152999,2022,23
0.039538,3622,6
0.100093,761,27
0.00029,5850,17
36.420682,409,15
0.000613,121,11
0.197551,1042,15
6.1e-05,792,9
0.102216,2441,11
0.000143,2847,6
0.002758,37,8
0.003754,694,9
0.311275,16,11
0.279749,152,19
0.007498,1292,19
0.219896,267,8
0.172789,699,58
0.001953,413,28
0.100099,4486,31
0.507124,2524,18
0.097109,136,17
0.001073,1293,93
0.097793,561,48
0.195735,701,31
0.101274,2783,26
0.463724,994,9
0.239497,1486,8
0.200744,38,7
0.012035,2444,12
0.083536,17,12
0.203523,43,7
0.094483,41,14
0.115342,703,25
0.315261,1172,11
0.073741,2784,25
0.195707,701,75
0.304651,42,12
0.499359,3157,6
0.497761,41,16
0.058337,631,9
0.278707,1329,9
0.044662,1615,6
0.01771,1363,12
0.100911,1486,17
0.184095,2784,47
0.034592,4489,16
87.294491,1307,15
0.094697,1016,7
0.195694,512,14
0.100357,2451,6
0.004172,5035,14
0.103112,988,10
0.094917,2018,15
0.504038,94,18
0.096125,1311,7
0.103742,990,14
0.000193,1543,10
0.198537,397,28
0.098518,1882,13
0.003235,1046,7
0.093907,7436,17
0.002517,2960,283
0.000175,7436,13
2.297723,1018,6
0.001072,2488,20
0.201248,1050,10
0.199029,399,16
0.00551,4393,12
0.095137,94,7
4.7e-05,2546,8
0.601806,1885,10
0.005118,1050,11
0.191001,376,19
0.007494,997,7
0.10086,377,9
0.094252,4981,6
0.000909,999,26
0.004919,94,54
0.092245,1052,20
0.004117,551,7
0.002701,2048,9
0.000767,5004,15
2.395721,1841,8
0.103334,4486,35
33.449861,920,82
0.100323,491,180
0.102024,312,16
0.000742,2275,7
0.104019,7436,12
0.09486,7436,11
2.2e-05,851,16
0.001272,2364,42
0.093611,2275,13
0.003518,636,210
0.001782,920,70
0.001221,73,14
0.000687,126,19
0.095702,7436,8
0.199414,2450,97
7e-06,2274,36
0.001441,491,31
0.002949,4432,15
6e-05,2275,8
0.000227,636,22
0.111727,64,44
0.008499,491,58
1.07858,491,116
0.198743,492,30
0.000166,2276,15
0.097959,1101,108
5.2e-05,3980,9
0.002155,5744,13
0.09525,775,13
0.005135,2364,157
0.096653,956,6
0.001026,181,9
0.603981,782,7
0.002296,926,52
0.094104,7437,7
1.700214,3985,6
0.100248,18,12
0.000913,181,8
0.000131,493,25
0.098948,7435,11
0.097438,353,14
0.418829,3381,16
0.301964,7270,10
0.002625,1155,30
0.076053,7382,51
0.000158,494,35
0.00721,7435,61
0.012288,2222,21
0.099758,4120,19
0.118991,581,18
0.065336,693,7
4.8e-05,1100,8
0.197267,4175,14
0.00134,679,149
0.00453,492,130
0.002319,1726,16
0.037287,43,24
0.008816,1156,8
0.26534,3381,10
0.098535,4703,9
0.08169,131,7
0.003661,3926,22
0.000172,637,403
0.39579,2964,11
0.040222,5504,35
0.279476,966,10
0.025449,1156,25
0.101289,514,28
0.276091,715,17
0.196356,1157,11
1.583946,363,25
0.098256,695,7
8.7e-05,1105,56
0.30296,130,7
0.600564,495,37
0.000948,496,55
0.193992,879,11
0.086972,36,14
0.013025,355,54
0.182589,1556,21
0.016861,2409,25
0.008722,496,76
0.03992,455,29
0.058959,879,22
0.041518,11,14
0.056972,1108,6
0.03889,668,22
0.061153,1370,12
0.00091,47,23
0.05044,37,21
0.144535,355,60
0.079651,456,18
0.02087,2280,21
0.103826,932,57
0.097705,1702,23
6e-05,2771,9
5e-05,132,11
0.001053,1030,41
0.000954,1608,12
0.001041,2747,10
0.001892,2280,11
0.036156,771,6
0.059162,355,58
0.002095,495,211
0.003396,2748,7
0.036396,456,16
6e-06,1352,9
0.054103,2411,12
0.000105,1108,27
0.005885,1692,9
0.093592,699,49
0.006054,2411,8
0.001709,356,48
0.096268,781,93
0.097307,1108,13
0.001052,597,13
0.0023,7384,24
0.040318,7435,41
8.4e-05,11,14
0.060828,1876,6
0.00205,2411,47
0.057671,28,14
0.006735,4262,127
0.132826,595,64
0.096664,1650,11
0.006456,596,6
0.001029,140,17
0.093193,1112,103
0.003292,2969,24
8.9e-05,7436,10
0.038807,772,6
0.001737,5804,10
0.054109,2412,103
0.007702,336,16
7.3e-05,261,10
0.0019,3328,14
0.000259,496,69
0.095025,7384,12
0.002443,364,28
0.145397,203,28
0.054114,2293,30
0.029563,2086,61
0.073006,1502,11
0.03794,1896,10
0.053495,259,8
9.6e-05,2748,7
0.011457,100,25
0.03125,38,23
0.056426,1357,12
0.048657,144,11
0.196241,100,16
0.060112,1115,14
0.044602,203,19
0.050302,2640,8
0.048305,5405,21
0.057992,1357,14
0.000257,2297,30
0.00206,705,231
0.044084,456,180
0.05173,261,12
0.000948,7390,34
0.00019,2640,16
0.001028,75,18
0.040646,1563,10
0.001185,16,14
0.09742,2772,6
0.061091,1881,25
8.1e-05,2298,16
7.6e-05,2434,9
0.000112,93,63
0.000757,2987,9
0.002218,3811,9
0.096196,1596,15
0.000941,960,7
0.057947,1017,20
0.000319,18,10
0.079872,100,60
0.028403,2508,6
0.000192,203,28
0.031166,340,14
0.003216,782,8
0.054813,1803,12
0.080625,773,8
0.021566,1454,172
0.003271,1035,52
0.000847,92,7
5.2e-05,1208,10
0.032451,2992,9
0.000307,1112,26
0.064528,5546,18
0.038336,2639,10
6e-06,4176,10
0.00233,1115,9
0.001095,1112,9
0.000817,2302,8
0.054545,2020,25
0.002324,225,13
5.9e-05,1819,8
4.5e-05,3132,6
0.087403,146,13
0.01109,29,24
0.003715,6692,19
0.001046,3775,18
0.029242,2437,8
0.01173,673,17
0.051868,853,11
0.04188,2302,12
0.002673,98,12
0.000889,2228,10
0.056783,2387,24
7e-06,7427,8
0.036323,631,11
0.062595,23,21
0.041775,69,16
0.063557,5547,17
0.032107,220,13
0.002191,2457,8
0.000204,498,249
0.059172,2942,55
0.041762,1589,22
0.001114,2460,13
0.098673,2458,6
0.0038,4179,14
0.000906,2988,12
0.056685,1145,11
0.038732,2462,8
0.066006,1806,15
0.029988,1589,22
0.006625,1392,9
0.001668,2641,14
2e-05,1884,6
2.5e-05,3811,7
0.054556,6483,7
0.004915,241,11
0.005671,4585,9
0.031716,1884,6
0.004124,1598,32
0.035653,673,11
0.026258,26,19
0.131601,2302,13
0.005437,2437,8
0.056211,1039,55
0.004842,1510,11
0.034133,1431,9
0.000144,3710,7
0.005125,711,57
0.034842,1897,55
0.024702,1023,13
0.036877,2981,15
0.057633,3126,9
0.003438,819,7
0.00251,1032,6
0.032746,454,11
0.064973,7436,6
0.000297,2168,10
0.033326,7436,30
0.045579,757,85
0.011074,782,17
0.042071,259,11
2e-05,2302,52
0.003807,2981,7
0.00107,944,13
0.002075,1112,70
0.000866,2430,8
0.103105,1114,14
0.000102,336,10
0.053789,1038,55
0.039966,2982,6
0.000874,1893,6
0.001027,2430,12
0.062129,1465,11
0.001244,1160,15
0.032681,7435,9
0.005249,633,202
0.064398,7430,16
0.002476,1219,19
0.024923,2430,6
0.005628,752,9
0.001009,890,26
0.002423,1615,50
0.056481,2168,10
0.000711,1370,7
0.000195,2216,10
0.098656,6695,9
0.000632,2152,153
0.002939,912,7
0.000883,131,7
0.001765,7436,13
0.032604,2306,7
0.001951,3816,9
0.004033,334,13
0.056882,2305,8
0.003446,1281,31
0.002507,2948,60
0.000914,1318,29
0.029727,742,37
0.102097,2307,10
0.000751,2428,11
0.199598,905,11
0.097773,1111,9
0.003294,2308,24
0.001599,702,279
0.095044,336,10
0.001091,909,9
0.096451,808,24
0.104402,3711,6
0.00111,7429,12
0.004505,729,65
0.092123,890,12
0.003733,74,30
0.003332,456,17
0.095065,261,15
0.001219,2305,8
0.096357,3659,6
0.003455,261,14
4.3e-05,3659,6
0.001978,3659,6
0.002808,2430,6
0.099957,2433,6
0.089952,2431,20
0.099161,864,13
0.202423,710,157
0.299601,1039,9
0.200682,2433,28
0.70192,1355,11
0.101328,2435,7
0.093958,2302,92
0.00187,868,16
5.3e-05,3713,12
0.065568,223,15
0.100251,1926,9
0.238213,870,11
9.9e-05,11,8
0.094095,890,7
0.099726,1833,15
0.300052,1339,26
6e-05,935,10
0.204189,2049,13
0.200268,1833,12
0.09675,3714,11
0.000182,730,75
0.300552,2727,15
0.198172,2437,6
0.20429,1347,7
0.160392,2457,13
0.000756,5545,18
0.008369,251,7
0.090273,129,13
0.03572,1147,15
0.003606,7436,12
0.064396,2256,9
0.006356,1008,23
0.000921,7435,6
0.026221,1347,6
0.00101,893,10
0.163413,1429,9
0.00748,1019,6
0.093732,954,10
0.000119,6633,10
0.000135,7435,15
0.003311,6694,9
0.092718,1125,9
5.3e-05,1020,6
0.005794,1119,9
0.033517,3001,8
5.2e-05,3652,24
0.097432,1150,6
0.068185,2307,20
0.035305,2439,9
0.099235,4524,12
0.063214,2736,6
0.000305,131,7
0.036828,2728,15
0.000101,1093,14
0.068738,122,6
0.096568,3338,9
0.00156,128,11
0.000798,1119,27
0.000262,2733,12
0.03299,936,16
6.7e-05,875,18
0.064022,82,6
0.003098,3122,14
0.028575,2448,106
0.065516,1009,12
0.003418,1125,18
0.097871,1281,10
0.002258,1931,6
0.195603,2135,20
0.037077,1150,25
0.063925,2186,40
0.003426,2244,14
0.000158,109,9
0.030828,3002,17
0.004523,135,9
0.095288,895,6
0.166899,1586,55
0.136209,1093,11
5.9e-05,2729,15
0.001119,476,14
0.061382,83,6
0.034655,715,252
0.067223,5630,13
0.035053,4597,65
0.063698,1281,21
0.238407,476,7
0.06467,1932,9
0.098788,5607,9
0.102999,6699,10
0.0001,2466,9
0.028999,2439,44
0.068723,5544,12
0.000915,4393,11
5.2e-05,3977,13
0.097331,6877,20
0.032821,732,10
0.065499,352,319
0.034372,897,52
0.00193,3000,201
0.065122,29,8
0.005971,1019,10
0.092982,5608,13
5e-05,1429,7
0.004116,2310,16
0.195781,920,7
0.003673,1095,19
0.000901,1119,15
0.002289,7436,10
0.001707,126,13
0.000236,87,15
0.226924,2309,7
0.066378,2294,28
7e-06,1363,20
